99971 2
98 98 43416
32 55 46177
75 15 72593
36 41 64863
42 54 37449
66 71 18979
79 16 2452
83 11 11652
38 37 41882
60 88 31892
47 2 33549
12 13 56671
13 39 88703
49 57 81559
93 60 83681
69 83 39183
98 29 68997
11 40 85617
99 41 23693
45 5 71951
68 34 68768
40 10 83688
74 43 21181
15 6 51409
97 19 90608
70 12 47990
66 56 25340
36 25 27064
89 55 47448
78 31 99588
69 58 27010
19 75 25806
32 13 70990
25 5 8418
70 51 33137
1 70 65184
86 9 31810
25 39 23705
20 43 96358
44 78 85381
17 65 35163
22 30 27199
16 51 91354
71 45 13342
39 50 43179
82 21 2125
39 81 62977
95 3 13779
91 15 62
7 1 6276
79 34 79731
22 82 59531
11 94 15827
10 57 56184
86 53 4903
87 3 162
35 12 31085
20 48 76399
85 40 8892
3 84 16132
54 90 45289
35 88 63135
44 43 62451
21 16 82768
32 48 74802
50 8 86615
36 72 44683
85 76 70032
8 55 47718
99 95 24501
60 34 60573
50 53 59597
50 87 94719
3 55 98951
5 73 68732
84 30 41821
54 82 37890
72 63 52706
45 67 92045
84 87 34760
26 89 69229
98 4 93028
45 62 86466
55 22 4571
69 31 61407
100 10 22977
51 35 19285
62 68 16602
94 92 19096
4 80 47285
78 84 50068
86 89 38352
33 43 5251
88 74 72500
1 45 50496
26 51 79874
27 10 17025
88 90 93237
98 55 92274
26 15 28803
12 92 42633
52 78 26125
8 5 20825
50 1 83384
79 1 84365
40 62 50206
49 22 66786
100 76 13631
9 62 11104
58 71 44784
11 88 71135
84 80 49797
23 8 81005
21 23 58203
30 98 73764
99 19 5729
87 20 67321
75 67 50966
19 59 84138
8 91 66588
63 40 46777
32 70 13748
46 66 6751
10 50 40547
70 28 85073
7 9 68790
99 10 13105
20 12 58905
11 98 40571
70 81 42368
95 22 56186
89 98 17873
24 30 22456
53 68 30075
25 83 6343
28 8 18094
33 36 25903
84 83 84931
65 96 46373
92 82 66707
26 75 51156
24 7 97241
33 59 78725
56 97 39990
87 91 32498
87 94 60870
13 35 57715
14 12 51821
25 15 14848
58 41 31638
6 8 17406
19 81 21975
79 26 74362
89 71 87835
9 75 35592
58 50 32791
95 2 95878
15 44 64863
94 48 77387
96 88 10173
35 23 26539
40 69 86064
67 64 54883
56 80 88601
53 4 41830
37 100 67659
42 68 17012
41 15 69106
62 34 71981
34 22 6041
99 85 83285
94 10 71415
42 22 25684
57 87 50008
23 8 62043
15 6 35841
47 62 45288
20 76 49142
44 41 50139
82 64 79885
38 81 38332
42 82 93193
75 4 39734
37 73 70953
88 87 86094
82 22 12640
55 62 45803
38 76 71968
30 73 14778
55 96 80407
23 84 85692
23 8 16808
89 98 64529
60 24 78427
35 24 82105
47 28 62475
48 3 21525
74 61 42412
61 31 86230
68 86 92933
37 72 49256
4 70 7677
29 60 41276
23 76 8417
50 68 73008
91 51 3841
92 42 5131
17 19 54209
85 41 66483
1 69 3769
23 64 57236
65 29 14315
38 38 67369
48 33 92279
65 73 81654
18 100 88279
100 14 10590
2 42 3256
35 2 60359
81 22 26625
65 5 30526
89 95 41582
63 60 98314
89 14 31467
35 67 4076
18 61 35724
74 2 72336
21 32 22321
51 36 90653
54 55 73289
39 92 22692
65 88 30830
95 50 70175
51 74 95969
30 35 73582
95 85 55747
65 95 86157
52 30 69911
87 79 55515
15 72 30623
55 35 59153
57 63 94844
63 25 32187
13 44 83738
86 38 43617
71 36 6892
58 17 64234
59 64 70750
91 19 32549
86 91 52191
52 57 64120
42 44 35212
15 72 39640
93 55 4346
2 61 7640
58 15 40193
16 68 50539
33 25 75861
8 23 4556
29 32 4883
30 48 57867
94 80 87611
14 69 31943
73 47 19898
42 79 98496
40 26 30492
83 23 93332
58 54 90513
9 70 33057
72 100 75124
30 8 21259
43 68 98827
95 71 55229
83 81 34526
20 32 50003
56 86 30938
86 1 57158
96 47 51409
44 23 845
32 87 8411
39 50 26604
9 76 443
17 91 23558
8 44 85412
22 94 2863
68 31 18384
69 6 19302
74 27 48488
76 57 53687
70 12 20119
50 43 74524
59 77 74396
48 60 4628
66 41 41975
39 33 38000
23 47 1706
35 57 44640
28 53 98226
88 51 91671
2 27 44899
40 88 84632
25 7 25761
89 49 28007
87 83 8681
98 36 91453
66 94 83649
80 42 56169
98 20 42349
99 42 37448
16 3 68948
36 44 25707
36 40 51959
31 17 7708
24 55 22086
28 56 50290
11 82 2584
47 13 76631
61 77 76680
43 28 37678
15 21 62872
35 87 78293
64 20 13665
55 25 81917
9 97 7871
86 9 82532
82 22 66045
48 37 92299
36 11 53325
89 46 833
86 59 9575
11 90 8949
64 20 7551
15 8 34801
40 20 49221
14 84 65796
69 88 26341
1 31 87871
89 13 93288
61 12 46950
6 7 11293
18 55 46993
42 93 82962
83 88 41750
49 32 80492
36 19 5183
9 71 5907
21 15 97099
15 27 78785
43 4 23371
1 80 74444
48 93 17109
59 95 11363
46 55 24796
57 51 926
3 91 52403
86 55 37577
44 30 16101
58 38 27298
44 19 12466
73 66 1503
26 38 57154
81 42 42567
69 84 99913
26 26 85666
64 47 99421
34 83 65594
57 45 85847
14 86 91769
99 96 99141
53 50 96347
24 33 7825
71 8 87261
68 9 68722
52 18 31153
8 39 81770
50 34 22864
28 63 18159
47 37 22998
38 56 66283
72 90 20991
94 88 57926
52 32 61533
54 27 38431
13 99 92950
47 93 49487
82 48 76883
19 17 81434
76 39 84437
51 48 13958
2 64 31240
39 80 83147
59 78 53513
71 78 37009
8 48 94147
40 39 66213
79 33 25491
89 60 74203
20 52 24853
64 81 78500
17 42 17748
90 37 73073
23 64 6491
40 5 99516
95 56 77933
3 39 37738
40 5 47970
44 51 7315
22 76 75770
56 41 20471
97 27 96909
9 32 54143
61 84 54421
43 45 89586
18 67 44975
50 4 41638
26 98 54195
88 59 16923
87 6 32744
27 31 39620
43 97 34872
45 28 7825
88 90 25385
59 66 79333
55 11 76462
22 91 78984
25 32 26086
8 100 25709
23 43 70306
45 82 62977
55 87 80846
71 48 88596
78 21 28170
70 24 23355
1 33 76873
10 47 14993
79 63 44049
13 69 78926
45 21 22402
98 92 51789
55 56 18832
47 18 42897
38 27 32561
79 66 93391
69 31 47420
8 70 53383
60 41 1726
100 97 23473
85 86 23762
92 12 36140
77 43 51678
80 49 33053
8 95 90189
95 49 68168
13 43 59907
37 15 47769
86 9 87200
83 51 77129
23 41 95981
40 56 6423
14 36 6979
97 92 36281
24 34 44015
66 38 28943
70 85 17954
82 32 62100
84 27 57467
73 99 18507
43 68 4772
38 55 22465
29 35 57193
41 17 28814
13 51 13999
79 56 17002
97 80 80137
77 1 939
78 37 22902
90 40 97753
51 17 67069
63 98 67917
68 59 75778
45 95 96447
19 11 9586
94 83 14492
35 45 94465
60 3 20838
97 10 49077
44 75 63789
41 34 92742
48 68 18127
7 44 77828
6 19 32466
29 55 20590
77 26 21893
59 85 10062
77 31 87382
25 89 70577
12 22 86585
73 94 51316
59 71 39276
22 45 83836
99 1 19842
71 87 73875
30 51 62139
58 88 62297
72 77 33538
39 99 92439
23 19 45171
31 41 49519
7 8 31163
26 94 14357
43 48 13411
76 33 27605
88 96 2028
78 74 59299
34 99 14146
34 63 97936
61 51 97856
79 79 10235
71 99 21102
48 25 58642
57 77 77786
53 63 64975
52 93 35192
80 71 78080
45 9 93151
83 59 39446
74 23 74199
70 19 41913
36 53 29358
48 4 88463
60 81 51890
50 24 18548
13 50 669
20 85 48376
98 4 28322
42 17 83382
41 10 731
73 72 56991
1 52 32489
50 52 3594
12 13 99479
55 84 29266
71 18 99663
41 11 98196
83 97 45284
35 62 23879
29 8 34414
95 62 56834
69 10 9232
9 98 602
81 49 15886
88 2 26476
35 20 90364
77 36 15958
59 35 58825
18 27 98899
27 19 99988
15 7 55322
36 42 2731
10 46 31316
68 49 567
38 99 36714
4 15 34171
18 66 69454
56 47 85711
54 82 8861
2 45 93175
96 64 1416
60 96 64831
53 100 22334
20 68 19966
50 18 82370
29 62 16351
82 13 53359
85 18 41738
50 60 6057
34 76 15672
15 65 34487
50 85 59337
21 37 88848
80 78 59018
90 43 21627
87 70 49955
32 42 55987
95 59 33890
99 93 61843
62 100 88478
93 61 66029
77 92 87223
34 80 4516
97 35 80399
78 41 17487
13 46 83827
85 93 20573
61 95 33984
91 92 59919
2 9 29260
56 49 70085
39 4 47610
41 48 34733
44 10 60046
92 49 37416
90 22 30912
1 62 95176
14 40 61522
53 43 54470
84 40 27627
55 53 43027
5 87 75548
26 88 34275
99 47 61260
98 49 87746
50 65 68019
22 67 29409
1 13 6869
75 27 67932
18 68 57327
62 14 7416
43 36 87131
51 30 24893
26 30 27953
44 90 744
75 88 16995
40 17 61007
76 56 95996
17 23 28744
48 67 15581
33 7 35013
38 25 50094
85 30 1658
4 78 14123
42 47 19730
87 77 44715
22 68 31339
55 65 45547
34 41 51254
56 38 2263
22 98 34888
15 63 85100
56 77 72735
86 82 53450
38 90 89381
10 98 71017
52 55 91656
39 47 99627
39 19 56881
9 30 95308
86 24 15538
15 22 55321
13 77 86612
34 70 68200
19 36 84903
3 84 3509
74 43 8673
12 44 33392
66 46 5761
77 6 44283
13 75 5535
26 58 36831
16 51 20356
24 11 45635
74 27 12034
61 35 71107
6 64 27063
85 98 53284
36 79 82356
98 29 85357
21 60 7395
17 21 72145
44 71 45343
11 32 17448
66 63 76811
51 97 6557
10 76 16747
37 48 99187
26 74 72994
76 81 80260
61 27 32004
17 28 72054
93 16 83969
96 15 80604
5 56 52819
31 15 67748
63 53 63531
23 50 54347
11 72 73495
41 47 72390
69 40 15224
47 18 60799
2 68 43005
86 25 7697
29 9 93498
9 1 5201
57 81 89034
39 65 53105
100 56 57338
46 62 10944
7 67 10855
76 19 54707
4 57 46376
64 98 91541
71 91 42459
90 49 98984
87 59 5762
30 82 34206
78 41 79807
78 70 15535
62 39 47394
34 81 6073
51 6 96252
85 51 1545
79 67 31116
27 19 57727
66 17 43825
39 5 54340
5 24 42340
84 13 76314
57 28 29140
90 67 27996
9 15 4685
81 18 3863
83 62 7992
17 27 7525
82 54 78874
99 18 79758
37 62 39556
7 16 18433
53 93 62582
87 85 23938
1 24 53222
70 97 49836
12 11 65745
4 39 75236
34 13 4747
94 8 44845
47 52 65520
25 90 6461
20 94 75425
78 5 31307
78 63 73634
17 64 92710
10 83 98940
68 89 62546
29 66 70793
71 93 11490
78 58 57272
73 69 73929
8 87 40001
97 9 34653
99 72 70106
73 65 9108
87 12 84789
37 36 19561
17 62 92311
13 26 91071
43 92 66451
74 43 84089
73 94 58138
86 86 20763
71 75 31761
91 54 66671
58 35 40991
72 8 99641
20 86 42831
35 7 844
90 10 77617
68 87 71878
22 1 68713
45 84 58175
12 88 65324
100 1 79442
20 9 47028
47 43 60371
18 57 54694
76 74 70258
49 77 8564
5 34 85941
62 74 33584
52 72 78333
59 90 19876
1 75 88780
92 50 42184
51 76 51535
14 55 84845
12 95 36823
10 58 57673
35 73 82513
73 32 39839
49 63 80847
43 69 47592
76 95 58773
79 65 17352
28 60 97846
94 81 34093
15 46 31341
16 63 99108
81 99 54843
92 90 98817
1 74 78767
24 40 78676
17 56 15065
97 73 9274
37 47 45474
14 89 28812
20 50 14303
4 9 24336
36 11 76600
25 82 66238
100 8 29033
86 34 61932
93 26 4818
94 61 77030
31 91 47599
57 68 91519
88 91 87460
96 38 65764
34 71 76516
99 14 37743
77 58 5774
30 84 16333
40 84 41970
15 94 96602
46 13 32208
80 87 85100
79 22 77267
25 67 9931
9 67 78221
38 22 21798
29 48 90480
62 30 6333
1 94 6567
5 84 78617
85 98 28609
53 85 55848
42 92 57138
19 40 67187
28 77 46534
56 81 11296
75 96 88132
3 59 58684
48 99 11926
75 24 80991
41 55 88223
21 7 26973
67 21 94575
90 68 80984
68 54 25478
78 26 88615
7 63 54529
71 9 97365
84 11 25508
12 67 84699
7 47 95057
7 81 75592
40 50 100
34 21 30795
25 59 70509
19 56 91058
10 38 68341
14 50 92874
5 58 105
16 51 48491
89 41 27598
28 19 41470
80 22 46100
43 72 88077
97 28 29663
43 34 71855
70 52 92464
3 3 60095
72 28 83899
51 55 9553
41 85 5057
15 16 66626
27 19 49162
18 21 15117
92 94 14081
42 10 1825
36 81 14359
59 33 61544
92 9 31254
43 48 32332
83 69 24881
13 42 6883
47 77 64398
26 16 56734
39 97 34056
95 33 50305
54 81 94460
27 37 32413
46 40 39074
9 20 84880
55 65 43756
52 32 1792
49 56 84287
97 21 10283
46 44 58401
30 17 71945
39 27 76972
25 88 78079
87 17 53284
16 15 62124
61 68 67844
84 7 32925
67 63 83602
18 42 16141
6 92 26953
77 89 26501
5 26 6588
25 50 80829
3 65 86202
74 81 77756
50 79 9659
86 82 36305
62 72 99895
69 93 55621
9 44 16232
99 79 7731
37 18 4771
51 89 33079
37 41 81600
76 3 23094
14 47 20360
32 22 70344
83 27 99911
43 52 89459
65 93 98753
51 86 30461
4 26 17440
22 9 86139
3 51 77080
68 80 8833
66 51 51863
75 11 75298
34 89 48196
53 5 9320
7 78 41625
42 16 97111
80 52 75127
19 92 95845
96 84 69444
38 5 30305
69 62 98792
46 22 60580
27 73 74228
36 27 957
35 23 39259
70 59 54002
60 7 94756
82 60 34134
15 6 42866
8 98 32989
88 15 68941
18 73 59962
1 88 19738
18 75 45700
100 88 57824
61 36 56857
63 35 58615
37 31 77617
72 76 59052
31 41 33587
91 66 33076
9 2 61811
57 27 16489
91 9 45167
32 15 86819
2 86 31171
64 48 20
66 55 36587
66 45 27554
84 66 38033
79 29 23163
47 97 3536
48 65 73373
9 16 86328
7 100 12106
3 51 76830
13 92 21743
63 70 50739
3 45 9576
88 26 40704
13 73 25705
77 29 97258
36 95 18787
48 24 50937
40 3 13196
24 17 98821
49 50 64615
64 6 81670
58 17 44946
21 41 65541
37 44 8209
11 6 5245
24 24 50405
52 34 81931
35 37 9529
45 42 85893
49 69 60576
5 40 91946
76 42 34399
9 70 62077
36 77 38249
53 19 92876
35 60 85676
95 73 89058
32 50 48930
95 2 71456
56 64 80357
25 16 66412
70 91 92887
65 31 37716
94 38 14156
54 67 37671
9 62 32684
84 34 88365
83 13 38528
56 52 6840
80 47 17764
91 18 73815
94 51 26510
37 94 23710
17 71 17360
36 47 34969
100 15 66425
77 39 3564
37 92 78208
35 23 93144
44 16 3209
41 98 58381
20 79 34447
51 99 39982
55 68 67743
80 33 47070
88 54 97712
62 71 61227
12 29 18153
6 24 80391
96 92 7569
23 75 50479
41 69 34845
93 8 43694
71 80 23996
74 45 56734
57 83 30832
25 38 5018
10 29 34069
42 10 42543
32 73 53814
18 82 69254
57 46 49924
20 4 20287
15 14 7342
46 69 76741
79 81 14253
54 13 27392
16 26 97155
45 77 56541
84 86 61884
13 72 64760
48 75 55928
76 1 64687
68 83 98543
43 86 38475
6 52 94854
16 8 32264
46 53 3413
78 13 6808
16 89 89805
4 87 50940
64 58 25914
27 40 99378
34 5 57900
95 10 87148
61 47 84817
76 42 94203
48 48 35592
4 93 77720
11 48 75219
54 67 70372
83 33 96002
89 79 98743
7 36 36771
13 91 89927
42 6 24437
2 53 63435
84 88 66447
92 71 5891
36 9 1181
37 99 82841
28 54 86463
46 88 33981
33 86 27693
44 98 74734
16 28 1471
73 22 60003
64 62 21040
75 40 75570
32 50 48670
11 48 35289
80 2 52279
49 62 58130
76 45 47002
42 92 74848
12 63 49194
41 47 53217
79 55 69535
16 10 470
36 90 16272
64 41 94487
28 19 21543
10 4 40634
4 93 80366
65 85 9722
75 6 10001
67 4 20581
11 69 76633
72 40 23705
47 62 50676
54 18 45873
33 30 67260
23 61 31454
84 2 78713
16 56 58782
5 2 43031
41 16 68857
28 73 56569
57 42 30378
98 63 70316
100 32 35684
95 24 52315
65 85 85324
76 86 65297
73 25 93195
13 9 13422
55 63 91509
42 12 81494
3 19 49763
6 25 89637
4 24 61552
82 61 8344
16 14 47127
48 44 19558
22 46 95475
10 61 7444
28 18 40390
28 62 47213
7 36 5442
84 65 39949
17 72 76574
27 54 87761
56 86 73866
52 89 29752
26 92 67649
42 2 60570
3 28 43973
65 95 99550
98 86 97998
48 72 5380
8 37 50907
4 74 24611
68 79 65134
42 54 99177
4 63 94970
47 33 91614
45 28 56095
11 91 31892
100 52 86670
14 40 1432
17 7 47547
68 89 83634
98 14 48
84 49 5010
14 86 95687
94 100 51880
43 47 15006
18 79 33460
76 94 72853
49 55 86278
40 7 1076
70 43 21689
38 74 81851
73 29 10084
93 89 55347
92 55 91739
92 64 60279
10 41 27382
55 48 92941
93 61 52802
6 4 92719
8 64 67152
83 13 82558
80 97 69444
95 86 38258
49 52 1379
63 15 1878
99 85 57423
87 91 41535
1 41 29499
49 34 63383
61 38 69778
91 24 11644
73 46 40221
63 90 17112
63 83 38035
31 91 48795
10 19 66599
19 5 43580
27 81 55381
17 14 53965
51 5 45613
42 35 18980
25 20 42943
85 41 72808
15 75 1001
45 19 40760
6 50 67212
13 60 11652
71 58 82489
20 2 6854
80 51 19349
66 14 88293
44 50 79320
16 19 73937
37 54 20571
21 28 75321
17 19 9972
92 14 43190
90 12 22228
60 56 43155
98 87 45523
29 32 42951
81 57 62528
42 4 26435
35 100 72246
27 40 6253
37 54 79898
79 43 92699
9 50 36883
15 23 70552
31 17 60923
91 65 89543
92 55 40268
7 55 41384
22 59 8262
63 94 43264
64 87 73286
22 63 96095
35 98 98841
64 24 5367
22 44 17698
77 20 70833
73 97 92257
99 50 17058
95 60 40323
22 64 43812
52 90 36338
12 5 46641
1 91 93401
37 8 72792
45 76 23133
80 48 56118
25 26 71427
18 40 95723
99 79 5724
11 30 4533
92 13 49148
2 50 82767
41 14 90897
54 57 68551
27 77 26923
56 71 53094
71 19 66970
33 66 46403
73 92 19905
1 57 14328
46 33 23483
88 75 21558
42 89 19008
47 5 19418
22 94 94648
16 22 34062
5 62 34576
71 93 83410
64 39 26511
76 33 23010
89 85 97984
42 96 44186
14 87 88132
30 50 43930
30 32 39907
90 90 56397
21 58 55853
48 2 30222
31 2 46313
30 85 46617
37 75 32441
55 14 9457
35 7 94302
8 32 35002
71 87 71332
90 75 30044
75 89 603
23 53 93207
82 45 58527
37 87 63017
17 40 87633
21 77 25329
3 23 73340
16 25 32739
38 63 42347
30 7 50253
19 78 45332
74 5 71500
53 97 42555
40 57 61230
94 28 69117
24 62 80389
83 8 81014
88 100 91672
43 93 9312
46 10 22340
26 39 68704
52 14 95011
64 72 52935
84 52 12859
33 13 76211
66 70 38646
51 1 25243
28 79 89646
18 61 72616
93 96 64502
18 24 45050
56 67 54115
15 23 34434
57 87 43807
31 22 90454
77 41 62805
83 54 51828
59 51 51597
31 75 24540
44 77 15804
31 20 42599
33 51 48627
89 83 64752
6 86 73919
69 85 97665
35 24 96298
1 47 91753
32 77 73982
13 15 48841
86 81 49429
20 72 36111
71 37 28951
49 12 96687
91 70 78266
35 47 7245
70 2 20379
2 23 66778
46 14 9774
35 49 85148
61 51 50911
49 81 37997
72 62 68011
78 24 86692
37 65 4504
10 18 39055
21 69 250
46 3 97303
61 3 31262
70 11 74132
57 99 91933
45 41 82650
65 62 29756
52 64 82357
23 72 89647
69 23 60672
6 67 28100
56 20 13001
45 15 95481
67 32 41642
58 87 69841
40 88 43494
18 19 44614
75 80 98725
74 56 97089
12 26 6896
56 59 75248
7 81 16878
50 29 36255
10 91 44194
89 55 32700
70 48 44729
26 27 54939
35 47 80948
93 7 9984
92 18 89438
70 20 62657
62 25 53548
75 100 92069
23 13 40609
19 86 63206
96 93 14621
97 64 77225
58 58 33523
95 16 26744
99 53 39113
4 18 95317
81 27 8029
62 72 19059
41 83 2788
94 17 73814
58 94 79529
63 65 92564
1 82 32328
26 75 5343
42 3 6918
48 16 45868
70 35 29377
24 10 44205
81 58 91176
85 82 81143
40 62 54779
85 18 71656
55 24 22549
29 11 27498
50 24 82231
64 22 49620
97 56 49030
89 38 99947
91 10 77087
73 61 93570
2 45 81949
33 80 47383
77 100 69169
43 43 56085
83 32 16567
51 38 22204
25 22 75432
2 44 69690
87 35 72132
77 65 74209
93 13 46235
46 21 45966
70 71 99211
27 93 5992
73 21 87964
34 82 26924
52 2 95013
51 10 18182
19 52 5896
2 88 49606
47 73 99845
67 92 54900
68 37 9670
73 42 76925
83 70 51119
82 84 99520
22 98 43538
80 81 69240
21 28 18007
82 67 16252
6 18 60708
96 49 37802
76 76 45499
32 80 94980
96 48 22984
25 37 54941
72 93 86169
39 32 9044
32 98 64724
55 22 16063
39 70 21576
85 57 40692
42 44 62320
93 41 77390
5 93 15505
11 85 91927
85 86 98394
20 30 10097
9 38 5057
36 49 10383
68 72 46826
1 17 21038
82 69 15640
15 41 74535
18 1 55309
4 63 42044
91 89 53441
42 25 52453
24 42 59599
2 52 31683
73 70 93028
16 48 29604
43 45 1195
10 96 19994
40 27 29196
2 6 69681
58 38 48927
10 51 85493
61 90 85590
88 19 48084
83 81 6233
57 65 33988
60 86 13888
29 73 16446
67 35 39201
70 34 48760
78 86 11717
26 12 62722
43 5 817
31 29 95238
49 50 13155
94 48 16666
40 10 52591
90 75 72811
83 34 87492
53 76 83507
84 34 12606
94 25 5931
19 36 83852
67 23 95672
72 53 66609
55 4 62660
23 12 2744
25 31 74007
78 90 21490
45 23 73315
36 98 26477
79 54 59220
11 42 31776
70 72 29459
40 63 29226
13 65 90158
56 52 45011
23 7 70482
10 52 78322
16 10 98578
31 8 19811
30 38 15595
68 58 58309
5 78 98071
84 18 3433
52 65 29748
22 73 7966
21 61 76400
88 11 63492
5 72 19253
23 94 43892
90 73 51553
86 8 87397
16 51 40148
99 24 5895
9 77 84382
24 92 30234
8 18 66052
11 95 62103
34 77 16535
67 71 64836
61 77 35271
77 79 2982
73 19 13833
89 2 3120
53 91 49384
93 41 29422
18 42 68866
79 2 20412
71 16 93080
40 98 80515
32 99 34334
84 84 62891
70 20 29781
12 12 7536
79 3 3389
41 5 28487
80 8 23731
63 77 52696
32 7 95657
94 99 23020
86 82 74197
6 95 90575
78 99 37012
31 84 17031
89 5 77472
23 54 73144
86 41 106
5 20 92399
15 61 23892
5 40 90782
100 72 23358
100 7 84195
14 41 60740
76 71 94558
40 90 99605
36 8 9565
7 95 68218
25 87 59128
69 66 74150
94 60 14870
36 89 5826
54 35 3104
25 95 97514
32 56 37071
57 74 8543
70 69 68312
84 10 53229
32 9 19863
22 91 86718
41 14 50478
14 91 36600
29 81 12583
55 10 20333
62 32 84418
43 44 78375
7 58 93313
22 80 54884
13 55 29109
61 57 61551
5 99 41335
99 30 24367
63 77 76966
95 31 49844
93 60 78085
62 34 26853
51 67 49749
42 11 33831
34 22 31226
99 96 19068
76 15 43099
68 12 27110
37 92 53529
11 28 45732
18 93 55586
36 99 71579
31 89 87757
81 63 41742
31 60 27775
21 14 57948
97 12 78038
13 77 80970
54 63 41721
17 62 73096
8 81 44187
64 84 63194
55 79 33331
33 72 69060
74 31 85369
16 36 34055
59 55 4216
74 71 39159
62 10 81684
84 89 73568
47 40 53265
67 43 54959
53 4 61924
25 67 5780
9 80 30845
10 52 67463
86 7 3635
13 75 22966
17 86 95281
15 41 70702
7 82 86730
59 95 78579
56 39 91532
67 83 47243
76 73 62304
30 58 1558
14 72 35437
32 6 66383
22 69 90921
63 14 95991
46 82 48987
92 47 17615
84 30 89762
23 1 90542
3 67 65843
59 83 90904
40 58 49769
37 17 52762
3 44 31386
47 24 6993
12 77 63875
46 93 36965
98 95 27443
62 42 86135
11 87 99678
17 69 16239
75 16 36775
82 29 98060
4 15 97609
89 77 258
25 98 56695
4 55 94343
77 47 1216
92 100 50158
16 70 25255
7 79 17108
88 16 16032
76 78 30836
17 15 68343
37 73 73288
71 26 52423
72 50 2035
5 12 935
23 74 33045
48 42 90632
83 50 16463
88 86 14610
93 58 50562
35 8 85644
4 32 53541
70 90 81497
46 90 38434
24 85 20881
8 24 93114
74 31 77585
16 90 63514
98 43 69138
60 78 81350
1 8 75612
85 7 92893
56 95 3048
66 6 93297
81 27 93515
99 2 71206
27 74 87986
68 55 87166
49 42 71167
16 69 57015
86 67 6812
55 96 56133
39 85 67271
83 38 28531
25 67 65267
72 100 12332
34 87 48911
54 39 25693
10 6 73387
97 24 73172
30 33 30917
96 46 18085
58 37 91482
32 16 79139
31 43 60
88 29 7520
45 10 64288
44 28 73809
95 38 90342
96 25 82267
48 26 81593
32 6 70921
63 15 51504
4 29 15789
75 97 94805
5 20 23247
91 88 57433
73 25 55566
40 30 7130
37 39 32309
40 8 38785
2 7 13363
12 29 99894
88 32 37594
32 71 93302
29 22 67218
72 29 86398
29 98 11735
54 11 8920
34 92 35967
13 70 97397
46 10 42938
25 6 4717
79 74 13948
59 98 84371
50 43 56008
70 98 2514
26 31 56256
99 24 52919
91 8 6840
45 52 64414
92 77 86916
97 16 18141
76 48 93378
39 91 95700
39 50 14900
33 24 70458
72 22 87147
68 76 63822
66 86 49784
6 18 79381
73 63 40614
14 97 48273
93 24 4108
8 95 37843
26 34 46520
18 56 56742
69 18 17726
35 21 21319
72 44 32711
17 14 52255
91 23 33081
11 23 74275
56 80 17134
8 57 77989
23 97 12717
86 21 25294
42 23 64666
83 18 96485
20 1 95864
6 3 19278
30 42 28321
78 61 10349
62 90 35175
93 40 92068
21 64 43367
83 68 52895
89 71 2311
82 77 18375
59 23 12207
49 78 26669
67 47 35642
33 15 19558
82 14 51352
82 70 52264
80 20 11397
14 55 88561
92 23 73713
56 97 92201
66 45 83905
50 63 55869
67 50 23265
19 78 31376
99 35 90302
23 72 36623
77 2 55748
63 55 80896
97 18 32390
100 43 63782
